title	accession_no	organism	family	start_ad	end_ad	lenth
KP094010.1  Flacourtia rukam isolate SCBGP443_1 maturase K (matK) gene, partial 	KP094010 	Flacourtia rukam 	Salicaceae	1	762	762
KP094029.1  Salix dunnii isolate SCBGP459_1 maturase K (matK) gene, partial cds; 	KP094029 	Salix dunnii 	Salicaceae	1	774	774
KP094086.1  Scolopia chinensis isolate SCBGP490_1 maturase K (matK) gene, 	KP094086 	Scolopia chinensis 	Salicaceae	1	760	760
KP094087.1  Scolopia chinensis isolate SCBGP490_2 maturase K (matK) gene, 	KP094087 	Scolopia chinensis 	Salicaceae	1	753	753
KP094107.1  Salix mesnyi isolate SCBGP504_1 maturase K (matK) gene, partial cds; 	KP094107 	Salix mesnyi 	Salicaceae	1	771	771
KR530935.1  Homalium ceylanicum isolate BB0218 maturase K (matK) gene, partial 	KR530935 	Homalium ceylanicum 	Salicaceae	1	762	762
KR530937.1  Homalium ceylanicum isolate J249 maturase K (matK) gene, partial 	KR530937 	Homalium ceylanicum 	Salicaceae	1	760	760
KT307925.1  Salix sp. MLTV31 maturase K (matK) gene, partial cds; chloroplast. 	KT307925 	Salix sp. MLTV31 	Salicaceae	1	624	624
KU058674.1  Salicaceae sp. SC-2016 maturase K (matK) gene, partial cds; 	KU058674 	Dianyuea turbinata 	Salicaceae	1	742	742
KU556661.1  Salix purpurea isolate MGGM_AGERI_161 maturase K (matk) gene, 	KU556661 	Salix purpurea 	Salicaceae	1	827	827
KU673302.1  Salix herbacea voucher She_1747 maturase K (matK) gene, partial cds; 	KU673302 	Salix herbacea 	Salicaceae	1	756	756
KU673303.1  Salix herbacea voucher She_1783 maturase K (matK) gene, partial cds; 	KU673303 	Salix herbacea 	Salicaceae	1	793	793
KU673304.1  Salix herbacea voucher She_1885 maturase K-like (matK) gene, partial 	KU673304 	Salix herbacea 	Salicaceae	1	721	721
KU673305.1  Salix herbacea voucher She_1176 maturase K (matK) gene, partial cds; 	KU673305 	Salix herbacea 	Salicaceae	1	751	751
KU673306.1  Salix herbacea voucher She_0553 maturase K (matK) gene, partial cds; 	KU673306 	Salix herbacea 	Salicaceae	1	752	752
KU673307.1  Salix herbacea voucher She_0556 maturase K (matK) gene, partial cds; 	KU673307 	Salix herbacea 	Salicaceae	1	739	739
KU673308.1  Salix herbacea voucher She_0559 maturase K (matK) gene, partial cds; 	KU673308 	Salix herbacea 	Salicaceae	1	733	733
KU673310.1  Salix herbacea voucher She_0138 maturase K (matK) gene, partial cds; 	KU673310 	Salix herbacea 	Salicaceae	1	826	826
KU673311.1  Salix herbacea voucher She_1111 maturase K (matK) gene, partial cds; 	KU673311 	Salix herbacea 	Salicaceae	1	773	773
KU673312.1  Salix herbacea voucher She_1133 maturase K (matK) gene, partial cds; 	KU673312 	Salix herbacea 	Salicaceae	1	772	772
KU673313.1  Salix herbacea voucher She_5109 maturase K (matK) gene, partial cds; 	KU673313 	Salix herbacea 	Salicaceae	1	771	771
KU673314.1  Salix herbacea voucher She_5132 maturase K (matK) gene, partial cds; 	KU673314 	Salix herbacea 	Salicaceae	1	791	791
KU673315.1  Salix herbacea voucher She_5176 maturase K (matK) gene, partial cds; 	KU673315 	Salix herbacea 	Salicaceae	1	777	777
KU673316.1  Salix herbacea voucher She_5194 maturase K (matK) gene, partial cds; 	KU673316 	Salix herbacea 	Salicaceae	1	778	778
KU673319.1  Salix reticulata voucher Sri_1794 maturase K (matK) gene, partial 	KU673319 	Salix reticulata 	Salicaceae	1	761	761
KU673320.1  Salix reticulata voucher Sri_1840 maturase K (matK) gene, partial 	KU673320 	Salix reticulata 	Salicaceae	1	759	759
KU673321.1  Salix reticulata voucher Sri_1173 maturase K (matK) gene, partial 	KU673321 	Salix reticulata 	Salicaceae	1	759	759
KU673322.1  Salix reticulata voucher Sri_0544 maturase K (matK) gene, partial 	KU673322 	Salix reticulata 	Salicaceae	1	766	766
KU673324.1  Salix reticulata voucher Sri_0550 maturase K (matK) gene, partial 	KU673324 	Salix reticulata 	Salicaceae	1	765	765
KU673325.1  Salix reticulata voucher Sri_1891 maturase K (matK) gene, partial 	KU673325 	Salix reticulata 	Salicaceae	1	745	745
KU673326.1  Salix reticulata voucher Sri_0105 maturase K (matK) gene, partial 	KU673326 	Salix reticulata 	Salicaceae	1	729	729
KU673328.1  Salix reticulata voucher Sri_1343 maturase K (matK) gene, partial 	KU673328 	Salix reticulata 	Salicaceae	1	824	824
KU673331.1  Salix reticulata voucher Sri_5077 maturase K (matK) gene, partial 	KU673331 	Salix reticulata 	Salicaceae	1	731	731
KU673332.1  Salix reticulata voucher Sri_5147 maturase K (matK) gene, partial 	KU673332 	Salix reticulata 	Salicaceae	1	789	789
KU673334.1  Salix reticulata voucher Sri_5763 maturase K (matK) gene, partial 	KU673334 	Salix reticulata 	Salicaceae	1	760	760
KU673335.1  Salix reticulata voucher Sri_5783 maturase K (matK) gene, partial 	KU673335 	Salix reticulata 	Salicaceae	1	779	779
KU673337.1  Salix retusa voucher Sru_1846 maturase K (matK) gene, partial cds; 	KU673337 	Salix retusa 	Salicaceae	1	763	763
KU673346.1  Salix retusa voucher Sru_5214 maturase K (matK) gene, partial cds; 	KU673346 	Salix retusa 	Salicaceae	1	740	740
KU673348.1  Salix retusa voucher Sru_5269 maturase K (matK) gene, partial cds; 	KU673348 	Salix retusa 	Salicaceae	1	779	779
KU673349.1  Salix retusa voucher Sru_5060 maturase K (matK) gene, partial cds; 	KU673349 	Salix retusa 	Salicaceae	1	754	754
KU673350.1  Salix retusa voucher Sru_5079 maturase K (matK) gene, partial cds; 	KU673350 	Salix retusa 	Salicaceae	1	734	734
KU673351.1  Salix retusa voucher Sru_5106 maturase K (matK) gene, partial cds; 	KU673351 	Salix retusa 	Salicaceae	1	759	759
KU673352.1  Salix retusa voucher Sru_5135 maturase K (matK) gene, partial cds; 	KU673352 	Salix retusa 	Salicaceae	1	765	765
KU673354.1  Salix retusa voucher Sru_5717 maturase K (matK) gene, partial cds; 	KU673354 	Salix retusa 	Salicaceae	1	771	771
KU673355.1  Salix retusa voucher Sru_5757 maturase K (matK) gene, partial cds; 	KU673355 	Salix retusa 	Salicaceae	1	720	720
KU673360.1  Salix serpyllifolia voucher Sse_1167 maturase K (matK) gene, partial 	KU673360 	Salix serpyllifolia 	Salicaceae	1	764	764
KU673361.1  Salix serpyllifolia voucher Sse_0135 maturase K (matK) gene, partial 	KU673361 	Salix serpyllifolia 	Salicaceae	1	765	765
KU673365.1  Salix serpyllifolia voucher Sse_5097 maturase K (matK) gene, partial 	KU673365 	Salix serpyllifolia 	Salicaceae	1	787	787
KU673366.1  Salix serpyllifolia voucher Sse_5150 maturase K (matK) gene, partial 	KU673366 	Salix serpyllifolia 	Salicaceae	1	743	743
KU673367.1  Salix serpyllifolia voucher Sse_5723 maturase K (matK) gene, partial 	KU673367 	Salix serpyllifolia 	Salicaceae	1	749	749
KU673368.1  Salix serpyllifolia voucher Sse_5766 maturase K (matK) gene, partial 	KU673368 	Salix serpyllifolia 	Salicaceae	1	742	742
KU673369.1  Salix serpyllifolia voucher Sse_5777 maturase K (matK) gene, partial 	KU673369 	Salix serpyllifolia 	Salicaceae	1	751	751
KU673370.1  Salix serpyllifolia voucher Sse_5780 maturase K (matK) gene, partial 	KU673370 	Salix serpyllifolia 	Salicaceae	1	723	723
KX016115.1  Salix aeruginosa isolate ALM_salix_0001 maturase K (matK) gene, 	KX016115 	Salix aeruginosa 	Salicaceae	1	868	868
KX016116.1  Salix alaxensis isolate ALM_salix_0006 maturase K (matK) gene, 	KX016116 	Salix alaxensis 	Salicaceae	1	868	868
KX016117.1  Salix alba isolate ALM_salix_0960 maturase K (matK) gene, partial 	KX016117 	Salix alba 	Salicaceae	1	868	868
KX016120.1  Salix amygdaloides isolate ALM_salix_0010 maturase K (matK) gene, 	KX016120 	Salix amygdaloides 	Salicaceae	1	868	868
KX016130.1  Salix babylonica isolate ALM_salix_0894 maturase K (matK) gene, 	KX016130 	Salix babylonica 	Salicaceae	1	868	868
KX016177.1  Salix drummondiana isolate ALM_salix_0080 maturase K (matK) gene, 	KX016177 	Salix drummondiana 	Salicaceae	1	868	868
KX016185.1  Salix euxina isolate ALM_salix_0916 maturase K (matK) gene, partial 	KX016185 	Salix euxina 	Salicaceae	1	868	868
KX016191.1  Salix floridana isolate ALM_salix_0100 maturase K (matK) gene, 	KX016191 	Salix floridana 	Salicaceae	1	868	868
KX016196.1  Salix geyeriana isolate ALM_salix_0104 maturase K (matK) gene, 	KX016196 	Salix geyeriana 	Salicaceae	1	868	868
KX016213.1  Salix interior isolate ALM_salix_0126 maturase K (matK) gene, 	KX016213 	Salix interior 	Salicaceae	1	868	868
KX016216.1  Salix jaliscana isolate ALM_salix_1556 maturase K (matK) gene, 	KX016216 	Salix jaliscana 	Salicaceae	1	868	868
KX016221.1  Salix lasiandra isolate ALM_salix_0137 maturase K (matK) gene, 	KX016221 	Salix lasiandra 	Salicaceae	1	868	868
KX016223.1  Salix lasiolepis isolate ALM_salix_0140 maturase K (matK) gene, 	KX016223 	Salix lasiolepis 	Salicaceae	1	868	868
KX016232.1  Salix melanopsis isolate ALM_salix_1403 maturase K (matK) gene, 	KX016232 	Salix melanopsis 	Salicaceae	1	868	868
KX016234.1  Salix mexicana isolate ALM_salix_2000 maturase K (matK) gene, 	KX016234 	Salix mexicana 	Salicaceae	1	868	868
KX016235.1  Salix microphylla isolate ALM_salix_0151 maturase K (matK) gene, 	KX016235 	Salix microphylla 	Salicaceae	1	868	868
KX016253.1  Salix paradoxa isolate ALM_salix_0168 maturase K (matK) gene, 	KX016253 	Salix paradoxa 	Salicaceae	1	868	868
KX016255.1  Salix pedicellaris isolate ALM_salix_0170 maturase K (matK) gene, 	KX016255 	Salix pedicellaris 	Salicaceae	1	868	868
KX016258.1  Salix pentandra isolate ALM_salix_1338 maturase K (matK) gene, 	KX016258 	Salix pentandra 	Salicaceae	1	868	868
KX016262.1  Salix petrophila isolate ALM_salix_0175 maturase K (matK) gene, 	KX016262 	Salix petrophila 	Salicaceae	1	869	869
KX016285.1  Salix riskindii isolate ALM_salix_1557 maturase K (matK) gene, 	KX016285 	Salix riskindii 	Salicaceae	1	868	868
KX016292.1  Salix serissima isolate ALM_salix_0215 maturase K (matK) gene, 	KX016292 	Salix serissima 	Salicaceae	1	868	868
KX016295.1  Salix setchelliana isolate ALM_salix_0217 maturase K (matK) gene, 	KX016295 	Salix setchelliana 	Salicaceae	1	874	874
KX016306.1  Salix taxifolia isolate ALM_salix_0224 maturase K (matK) gene, 	KX016306 	Salix taxifolia 	Salicaceae	1	868	868
KX016308.1  Salix thurberi isolate ALM_salix_0227 maturase K (matK) gene, 	KX016308 	Salix thurberi 	Salicaceae	1	868	868
KX016326.1  Salix atrocinerea isolate ALM_salix_1419 maturase K (matK) gene, 	KX016326 	Salix atrocinerea 	Salicaceae	1	868	868
KX146253.1  Ludia mauritiana maturase K (matK) gene, partial cds; chloroplast. 	KX146253 	Ludia mauritiana 	Salicaceae	1	819	819
KX146337.1  Homalium abdessammadii maturase K (matK) gene, partial cds; 	KX146337 	Homalium abdessammadii 	Salicaceae	1	744	744
KX229949.1  Populus alba voucher OMH0024M maturase K (matK) gene, partial cds; 	KX229949 	Populus alba 	Salicaceae	1	851	851
KX229957.1  Populus nigra voucher OMHA34M maturase K (matK) gene, partial cds; 	KX229957 	Populus nigra 	Salicaceae	1	851	851
KX229989.1  Salix caprea voucher OMHD32M maturase K (matK) gene, partial cds; 	KX229989 	Salix caprea 	Salicaceae	1	851	851
KX229990.1  Salix cinerea voucher OMHA18M maturase K (matK) gene, partial cds; 	KX229990 	Salix cinerea 	Salicaceae	1	851	851
KX229993.1  Salix fragilis voucher OMHA51M maturase K (matK) gene, partial cds; 	KX229993 	Salix fragilis 	Salicaceae	1	851	851
KX454939.1  Populus ilicifolia trnK gene, partial sequence; and maturase K 	KX454939 	Populus ilicifolia 	Salicaceae	747	2270	1524
KX526790.1  Salix arbutifolia voucher CPG00691 maturase K (matK) gene, partial 	KX526790 	Salix arbutifolia 	Salicaceae	1	1170	1170
KX526791.1  Homalium cochinchinense voucher CPG09689 maturase K (matK) gene, 	KX526791 	Homalium cochinchinense 	Salicaceae	1	1122	1122
KX676720.1  Populus balsamifera voucher ERM1588 maturase K (matK) gene, partial 	KX676720 	Populus balsamifera 	Salicaceae	1	785	785
KX677658.1  Populus trichocarpa voucher MF293 maturase K (matK) gene, partial 	KX677658 	Populus trichocarpa 	Salicaceae	1	815	815
KX925263.1  Populus adenopoda haplotype H1 maturese K (matk) gene, partial cds; 	KX925263 	Populus adenopoda 	Salicaceae	1	775	775
KY002202.1  Populus euphratica isolate H01 tRNA-Lys (trnK) gene, partial 	KY002202 	Populus euphratica 	Salicaceae	232	1755	1524
KY002203.1  Populus euphratica isolate H02 tRNA-Lys (trnK) gene, partial 	KY002203 	Populus euphratica 	Salicaceae	232	1755	1524
KY002204.1  Populus euphratica isolate H03 tRNA-Lys (trnK) gene, partial 	KY002204 	Populus euphratica 	Salicaceae	232	1755	1524
KY002205.1  Populus euphratica isolate H04 tRNA-Lys (trnK) gene, partial 	KY002205 	Populus euphratica 	Salicaceae	232	1755	1524
KY002206.1  Populus euphratica isolate H05 tRNA-Lys (trnK) gene, partial 	KY002206 	Populus euphratica 	Salicaceae	232	1755	1524
KY002207.1  Populus euphratica isolate H06 tRNA-Lys (trnK) gene, partial 	KY002207 	Populus euphratica 	Salicaceae	232	1755	1524
KY002208.1  Populus euphratica isolate H07 tRNA-Lys (trnK) gene, partial 	KY002208 	Populus euphratica 	Salicaceae	232	1755	1524
KY002209.1  Populus euphratica isolate H08 tRNA-Lys (trnK) gene, partial 	KY002209 	Populus euphratica 	Salicaceae	232	1755	1524
KY002210.1  Populus euphratica isolate H09 tRNA-Lys (trnK) gene, partial 	KY002210 	Populus euphratica 	Salicaceae	226	1749	1524
KY002211.1  Populus euphratica isolate H10 tRNA-Lys (trnK) gene, partial 	KY002211 	Populus euphratica 	Salicaceae	232	1755	1524
KY002212.1  Populus euphratica isolate H11 tRNA-Lys (trnK) gene, partial 	KY002212 	Populus euphratica 	Salicaceae	232	1755	1524
KY002213.1  Populus euphratica isolate H12 tRNA-Lys (trnK) gene, partial 	KY002213 	Populus euphratica 	Salicaceae	232	1755	1524
KY002214.1  Populus euphratica isolate H13 tRNA-Lys (trnK) gene, partial 	KY002214 	Populus euphratica 	Salicaceae	232	1755	1524
KY002215.1  Populus euphratica isolate H14 tRNA-Lys (trnK) gene, partial 	KY002215 	Populus euphratica 	Salicaceae	232	1755	1524
KY002216.1  Populus euphratica isolate H15 tRNA-Lys (trnK) gene, partial 	KY002216 	Populus euphratica 	Salicaceae	232	1755	1524
KY002217.1  Populus euphratica isolate H16 tRNA-Lys (trnK) gene, partial 	KY002217 	Populus euphratica 	Salicaceae	232	1755	1524
KY002218.1  Populus euphratica isolate H17 tRNA-Lys (trnK) gene, partial 	KY002218 	Populus euphratica 	Salicaceae	232	1755	1524
KY002219.1  Populus euphratica isolate H18 tRNA-Lys (trnK) gene, partial 	KY002219 	Populus euphratica 	Salicaceae	232	1755	1524
KY002220.1  Populus euphratica isolate H19 tRNA-Lys (trnK) gene, partial 	KY002220 	Populus euphratica 	Salicaceae	232	1755	1524
KY002221.1  Populus euphratica isolate H20 tRNA-Lys (trnK) gene, partial 	KY002221 	Populus euphratica 	Salicaceae	232	1755	1524
KY002225.1  Populus pruinosa isolate H24 tRNA-Lys (trnK) gene, partial sequence; 	KY002225 	Populus pruinosa 	Salicaceae	232	1755	1524
KY002226.1  Populus pruinosa isolate H25 tRNA-Lys (trnK) gene, partial sequence; 	KY002226 	Populus pruinosa 	Salicaceae	232	1755	1524
KY002227.1  Populus pruinosa isolate H26 tRNA-Lys (trnK) gene, partial sequence; 	KY002227 	Populus pruinosa 	Salicaceae	232	1755	1524
KY002228.1  Populus pruinosa isolate H27 tRNA-Lys (trnK) gene, partial sequence; 	KY002228 	Populus pruinosa 	Salicaceae	232	1755	1524
KY002229.1  Populus pruinosa isolate H28 tRNA-Lys (trnK) gene, partial sequence; 	KY002229 	Populus pruinosa 	Salicaceae	232	1755	1524
KY002230.1  Populus ilicifolia isolate H29 tRNA-Lys (trnK) gene, partial 	KY002230 	Populus ilicifolia 	Salicaceae	232	1755	1524
KY196685.1  Idesia polycarpa maturase K (matK) gene, complete cds; chloroplast. 	KY196685 	Idesia polycarpa 	Salicaceae	243	1775	1533
KY196686.1  Itoa orientalis maturase K (matK) gene, partial cds; chloroplast. 	KY196686 	Itoa orientalis 	Salicaceae	1	536	536
KY196687.1  Poliothyrsis sinensis maturase K (matK) gene, complete cds; 	KY196687 	Poliothyrsis sinensis 	Salicaceae	236	1768	1533
KY196688.1  Populus mexicana maturase K (matK) gene, complete cds; chloroplast. 	KY196688 	Populus mexicana 	Salicaceae	236	1768	1533
KY285946.1  Populus davidiana haplotype Hap1 maturese K (matK) gene, partial 	KY285946 	Populus davidiana 	Salicaceae	1	741	741
KY285947.1  Populus davidiana haplotype Hap2 maturese K (matK) gene, partial 	KY285947 	Populus davidiana 	Salicaceae	1	741	741
KY285948.1  Populus davidiana haplotype Hap3 maturese K (matK) gene, partial 	KY285948 	Populus davidiana 	Salicaceae	1	741	741
KY285969.1  Populus rotundifolia haplotype Hap2 maturese K (matK) gene, partial 	KY285969 	Populus rotundifolia 	Salicaceae	1	741	741
KY285970.1  Populus rotundifolia haplotype Hap3 maturese K (matK) gene, partial 	KY285970 	Populus rotundifolia 	Salicaceae	1	741	741
LC091207.1  Homalium glandulosum chloroplast matK gene for maturase K, partial 	LC091207 	Homalium glandulosum 	Salicaceae	1	801	801
LC219184.1  Salix eriocarpa chloroplast matK gene for maturase K, partial cds, 	LC219184 	Salix eriocarpa 	Salicaceae	1	792	792
LC219245.1  Salix eriocarpa chloroplast matK gene for maturase K, partial cds, 	LC219245 	Salix eriocarpa 	Salicaceae	1	807	807
LC219267.1  Salix nipponica chloroplast matK gene for maturase K, partial cds, 	LC219267 	Salix nipponica 	Salicaceae	1	783	783
LC219286.1  Salix chaenomeloides chloroplast matK gene for maturase K, partial 	LC219286 	Salix chaenomeloides 	Salicaceae	1	792	792
LC219309.1  Salix chaenomeloides chloroplast matK gene for maturase K, partial 	LC219309 	Salix chaenomeloides 	Salicaceae	1	783	783
LC219316.1  Salix chaenomeloides chloroplast matK gene for maturase K, partial 	LC219316 	Salix chaenomeloides 	Salicaceae	1	789	789
LT671645.1  Populus alba chloroplast partial matK gene for maturase K. 	LT671645 	Populus alba 	Salicaceae	1	728	728
LT671646.1  Populus tremula chloroplast partial matK gene for maturase K. 	LT671646 	Populus tremula 	Salicaceae	1	728	728
MF418998.1  Flacourtia sp. JH-2017 isolate 06-5360 maturase K (matK) gene, 	MF418998 	Flacourtia sp. JH-2017 	Salicaceae	1	833	833
MF418999.1  Scolopia sp. JH-2017 isolate 10-5225 maturase K (matK) gene, partial 	MF418999 	Scolopia sp. JH-2017 	Salicaceae	1	833	833
MF419000.1  Homalium sp. JH-2017 isolate 25-0035 maturase K (matK) gene, partial 	MF419000 	Homalium sp. JH-2017 	Salicaceae	1	833	833
MF419001.1  Casearia sp. JH-2017 isolate 24-5921 maturase K (matK) gene, partial 	MF419001 	Casearia sp. JH-2017 	Salicaceae	1	833	833
MF513600.1  Populus adenopoda clone B1A7 tRNA-Lys (trnK) gene, intron; and 	MF513600 	Populus adenopoda 	Gunneridae	726	2258	1533
MF513612.1  Populus adenopoda clone BE5 tRNA-Lys (trnK) gene, intron; and 	MF513612 	Populus adenopoda 	Gunneridae	726	2258	1533
MF513617.1  Populus adenopoda clone BH7 tRNA-Lys (trnK) gene, intron; and 	MF513617 	Populus adenopoda 	Gunneridae	726	2258	1533
MF513618.1  Populus alba clone B1A8 tRNA-Lys (trnK) gene, intron; and maturase K 	MF513618 	Populus alba 	Gunneridae	725	2257	1533
MF513621.1  Populus alba clone B1G9 tRNA-Lys (trnK) gene, intron; and maturase K 	MF513621 	Populus alba 	Gunneridae	727	2259	1533
MF513622.1  Populus alba clone BA7 tRNA-Lys (trnK) gene, intron; and maturase K 	MF513622 	Populus alba 	Gunneridae	726	2258	1533
MF513624.1  Populus alba clone BC7 tRNA-Lys (trnK) gene, intron; and maturase K 	MF513624 	Populus alba 	Gunneridae	726	2258	1533
MF513626.1  Populus alba clone BD8 tRNA-Lys (trnK) gene, intron; and maturase K 	MF513626 	Populus alba 	Gunneridae	726	2258	1533
MF513628.1  Populus alba clone BE8 tRNA-Lys (trnK) gene, intron; and maturase K 	MF513628 	Populus alba 	Gunneridae	725	2257	1533
MF513629.1  Populus alba clone BF7 tRNA-Lys (trnK) gene, intron; and maturase K 	MF513629 	Populus alba 	Gunneridae	726	2258	1533
MF513630.1  Populus alba clone BF8 tRNA-Lys (trnK) gene, intron; and maturase K 	MF513630 	Populus alba 	Gunneridae	725	2257	1533
MF513633.1  Populus alba clone BA4 tRNA-Lys (trnK) gene, intron; and maturase K 	MF513633 	Populus alba 	Gunneridae	705	2237	1533
MF513634.1  Populus alba clone BB4 tRNA-Lys (trnK) gene, intron; and maturase K 	MF513634 	Populus alba 	Gunneridae	705	2237	1533
MF513638.1  Populus grandidentata clone BA1 tRNA-Lys (trnK) gene, intron; and 	MF513638 	Populus grandidentata 	Gunneridae	726	2258	1533
MF513645.1  Populus grandidentata clone BH1 tRNA-Lys (trnK) gene, intron; and 	MF513645 	Populus grandidentata 	Gunneridae	726	2258	1533
MF513646.1  Populus hopeiensis clone BA8 tRNA-Lys (trnK) gene, intron; and 	MF513646 	Populus hopeiensis 	Gunneridae	732	2264	1533
MF513648.1  Populus hopeiensis clone BC8 tRNA-Lys (trnK) gene, intron; and 	MF513648 	Populus hopeiensis 	Gunneridae	733	2265	1533
MF513649.1  Populus hopeiensis clone BD9 tRNA-Lys (trnK) gene, intron; and 	MF513649 	Populus hopeiensis 	Gunneridae	733	2265	1533
MF513657.1  Populus hopeiensis clone B2A10 tRNA-Lys (trnK) gene, intron; and 	MF513657 	Populus hopeiensis 	Gunneridae	732	2264	1533
MF513658.1  Populus hopeiensis clone B2A9 tRNA-Lys (trnK) gene, intron; and 	MF513658 	Populus hopeiensis 	Gunneridae	732	2264	1533
MF513660.1  Populus hopeiensis clone B2D10 tRNA-Lys (trnK) gene, intron; and 	MF513660 	Populus hopeiensis 	Gunneridae	732	2264	1533
MF513666.1  Populus hopeiensis clone B2H10 tRNA-Lys (trnK) gene, intron; and 	MF513666 	Populus hopeiensis 	Gunneridae	733	2265	1533
MF513669.1  Populus hopeiensis clone B3E12 tRNA-Lys (trnK) gene, intron; and 	MF513669 	Populus hopeiensis 	Gunneridae	725	2257	1533
MF513670.1  Populus hopeiensis clone bjzwy tRNA-Lys (trnK) gene, intron; and 	MF513670 	Populus hopeiensis 	Gunneridae	733	2265	1533
MF513693.1  Populus hopeiensis clone z12 tRNA-Lys (trnK) gene, intron; and 	MF513693 	Populus hopeiensis 	Gunneridae	734	2266	1533
MF513716.1  Populus tomentosa clone B1C1 tRNA-Lys (trnK) gene, intron; and 	MF513716 	Populus tomentosa 	Gunneridae	726	2258	1533
MF513724.1  Populus tomentosa clone B1D2 tRNA-Lys (trnK) gene, intron; and 	MF513724 	Populus tomentosa 	Gunneridae	727	2259	1533
MF513760.1  Populus tomentosa clone B2A3 tRNA-Lys (trnK) gene, intron; and 	MF513760 	Populus tomentosa 	Gunneridae	725	2257	1533
MF513771.1  Populus tomentosa clone B2B6 tRNA-Lys (trnK) gene, intron; and 	MF513771 	Populus tomentosa 	Gunneridae	725	2257	1533
MF513786.1  Populus tomentosa clone B2D5 tRNA-Lys (trnK) gene, intron; and 	MF513786 	Populus tomentosa 	Gunneridae	726	2258	1533
MF513790.1  Populus tomentosa clone B2E1 tRNA-Lys (trnK) gene, intron; and 	MF513790 	Populus tomentosa 	Gunneridae	728	2260	1533
MF513821.1  Populus tomentosa clone B2H5 tRNA-Lys (trnK) gene, intron; and 	MF513821 	Populus tomentosa 	Gunneridae	724	2256	1533
MF513910.1  Populus tomentosa clone B3H3 tRNA-Lys (trnK) gene, intron; and 	MF513910 	Populus tomentosa 	Gunneridae	731	2263	1533
MF694875.1  Salix tetrasperma voucher swat34 maturase K (matK) gene, partial 	MF694875 	Salix tetrasperma 	Salicaceae	1	782	782
MG202418.1  Populus davidiana clone B1A10 tRNA-Lys (trnK) gene, intron; and 	MG202418 	Populus davidiana 	Gunneridae	732	2264	1533
MG202420.1  Populus davidiana clone B1B10 tRNA-Lys (trnK) gene, intron; and 	MG202420 	Populus davidiana 	Gunneridae	726	2258	1533
MG202423.1  Populus davidiana clone B1C11 tRNA-Lys (trnK) gene, intron; and 	MG202423 	Populus davidiana 	Gunneridae	733	2265	1533
MG202426.1  Populus davidiana clone B1E11 tRNA-Lys (trnK) gene, intron; and 	MG202426 	Populus davidiana 	Gunneridae	732	2264	1533
MG202427.1  Populus davidiana clone B1F11 tRNA-Lys (trnK) gene, intron; and 	MG202427 	Populus davidiana 	Gunneridae	732	2264	1533
MG202428.1  Populus davidiana clone B1G10 tRNA-Lys (trnK) gene, intron; and 	MG202428 	Populus davidiana 	Gunneridae	732	2264	1533
MG202431.1  Populus davidiana clone BH10 tRNA-Lys (trnK) gene, intron; and 	MG202431 	Populus davidiana 	Gunneridae	725	2257	1533
MG202432.1  Populus davidiana clone Sb2 tRNA-Lys (trnK) gene, intron; and 	MG202432 	Populus davidiana 	Gunneridae	723	2255	1533
MG202433.1  Populus davidiana clone Sc2 tRNA-Lys (trnK) gene, intron; and 	MG202433 	Populus davidiana 	Gunneridae	723	2255	1533
MG202434.1  Populus davidiana clone Sc3 tRNA-Lys (trnK) gene, intron; and 	MG202434 	Populus davidiana 	Gunneridae	723	2255	1533
MG202435.1  Populus davidiana clone Sd2 tRNA-Lys (trnK) gene, intron; and 	MG202435 	Populus davidiana 	Gunneridae	723	2255	1533
MG202436.1  Populus davidiana clone Sd3 tRNA-Lys (trnK) gene, intron; and 	MG202436 	Populus davidiana 	Gunneridae	723	2255	1533
MG202438.1  Populus davidiana clone Se2 tRNA-Lys (trnK) gene, intron; and 	MG202438 	Populus davidiana 	Gunneridae	723	2255	1533
MG202440.1  Populus davidiana clone Sf2 tRNA-Lys (trnK) gene, intron; and 	MG202440 	Populus davidiana 	Gunneridae	723	2255	1533
MG202442.1  Populus davidiana clone Sg2 tRNA-Lys (trnK) gene, intron; and 	MG202442 	Populus davidiana 	Gunneridae	723	2255	1533
MG202446.1  Populus lasiocarpa clone P.lasiocarpa tRNA-Lys (trnK) gene, intron; 	MG202446 	Populus lasiocarpa 	Gunneridae	736	2268	1533
MG202447.1  Populus tremuloides clone Sa3 tRNA-Lys (trnK) gene, intron; and 	MG202447 	Populus tremuloides 	Gunneridae	723	2255	1533
MG202450.1  Populus tremuloides clone Sc4 tRNA-Lys (trnK) gene, intron; and 	MG202450 	Populus tremuloides 	Gunneridae	723	2255	1533
MG202453.1  Populus tremuloides clone Sd5 tRNA-Lys (trnK) gene, intron; and 	MG202453 	Populus tremuloides 	Gunneridae	723	2255	1533
MG202461.1  Populus tremula clone Sa1 tRNA-Lys (trnK) gene, intron; and maturase 	MG202461 	Populus tremula 	Gunneridae	723	2255	1533
MG202465.1  Populus tremula clone Sd1 tRNA-Lys (trnK) gene, intron; and maturase 	MG202465 	Populus tremula 	Gunneridae	723	2255	1533
MG202471.1  Populus tremula clone Sg3 tRNA-Lys (trnK) gene, intron; and maturase 	MG202471 	Populus tremula 	Gunneridae	723	2255	1533
MG220592.1  Salix nigra voucher BC-2011-36033 maturase K (matK) gene, partial 	MG220592 	Salix nigra 	Salicaceae	1	824	824
